date,time,sensor_id,direction_1,direction_2,total_of_directions,date_time
2022/11/05,22:41,1,4,4,8,2022/11/05 10:41:00 PM
2022/11/05,22:40,6,14,5,19,2022/11/05 10:40:00 PM
2022/11/05,22:37,61,4,0,4,2022/11/05 10:37:00 PM
2022/11/05,22:41,10,0,9,9,2022/11/05 10:41:00 PM
2022/11/05,22:43,58,2,2,4,2022/11/05 10:43:00 PM
2022/11/05,22:34,62,0,3,3,2022/11/05 10:34:00 PM
2022/11/05,22:41,54,0,3,3,2022/11/05 10:41:00 PM
2022/11/05,22:45,8,0,1,1,2022/11/05 10:45:00 PM
2022/11/05,22:28,21,15,12,27,2022/11/05 10:28:00 PM
2022/11/05,22:35,39,1,2,3,2022/11/05 10:35:00 PM
2022/11/05,22:40,63,2,3,5,2022/11/05 10:40:00 PM
2022/11/05,22:41,9,3,0,3,2022/11/05 10:41:00 PM
2022/11/05,22:34,21,13,4,17,2022/11/05 10:34:00 PM
2022/11/05,22:38,30,3,8,11,2022/11/05 10:38:00 PM
2022/11/05,22:42,21,11,13,24,2022/11/05 10:42:00 PM
2022/11/05,22:41,66,2,3,5,2022/11/05 10:41:00 PM
2022/11/05,22:33,31,2,4,6,2022/11/05 10:33:00 PM
2022/11/05,22:45,50,2,2,4,2022/11/05 10:45:00 PM
2022/11/05,22:41,86,1,0,1,2022/11/05 10:41:00 PM
2022/11/05,22:41,14,8,3,11,2022/11/05 10:41:00 PM
2022/11/05,22:41,70,17,0,17,2022/11/05 10:41:00 PM
2022/11/05,22:37,66,9,11,20,2022/11/05 10:37:00 PM
2022/11/05,22:38,3,7,4,11,2022/11/05 10:38:00 PM
2022/11/05,22:48,9,1,0,1,2022/11/05 10:48:00 PM
2022/11/05,22:43,31,13,9,22,2022/11/05 10:43:00 PM
2022/11/05,22:46,56,3,0,3,2022/11/05 10:46:00 PM
2022/11/05,22:43,2,3,0,3,2022/11/05 10:43:00 PM
2022/11/05,22:35,4,20,9,29,2022/11/05 10:35:00 PM
2022/11/05,22:39,37,0,9,9,2022/11/05 10:39:00 PM
2022/11/05,22:35,14,8,0,8,2022/11/05 10:35:00 PM
2022/11/05,22:38,63,10,1,11,2022/11/05 10:38:00 PM
2022/11/05,22:45,77,1,0,1,2022/11/05 10:45:00 PM
2022/11/05,22:39,27,1,3,4,2022/11/05 10:39:00 PM
2022/11/05,22:40,28,1,96,97,2022/11/05 10:40:00 PM
2022/11/05,22:28,19,1,8,9,2022/11/05 10:28:00 PM
2022/11/05,22:33,50,8,10,18,2022/11/05 10:33:00 PM
2022/11/05,22:41,29,142,2,144,2022/11/05 10:41:00 PM
2022/11/05,22:31,5,8,1,9,2022/11/05 10:31:00 PM
2022/11/05,22:41,49,1,0,1,2022/11/05 10:41:00 PM
2022/11/05,22:46,86,5,0,5,2022/11/05 10:46:00 PM
2022/11/05,22:48,84,15,15,30,2022/11/05 10:48:00 PM
2022/11/05,22:46,84,16,8,24,2022/11/05 10:46:00 PM
2022/11/05,22:38,19,6,5,11,2022/11/05 10:38:00 PM
2022/11/05,22:34,12,6,6,12,2022/11/05 10:34:00 PM
2022/11/05,22:43,85,1,1,2,2022/11/05 10:43:00 PM
2022/11/05,22:41,48,0,5,5,2022/11/05 10:41:00 PM
2022/11/05,22:34,87,0,3,3,2022/11/05 10:34:00 PM
2022/11/05,22:43,40,16,0,16,2022/11/05 10:43:00 PM
2022/11/05,22:36,56,8,3,11,2022/11/05 10:36:00 PM
2022/11/05,22:38,77,0,1,1,2022/11/05 10:38:00 PM
2022/11/05,22:44,72,2,15,17,2022/11/05 10:44:00 PM
2022/11/05,22:41,35,26,11,37,2022/11/05 10:41:00 PM
2022/11/05,22:44,62,0,2,2,2022/11/05 10:44:00 PM
2022/11/05,22:38,6,19,3,22,2022/11/05 10:38:00 PM
2022/11/05,22:31,57,1,0,1,2022/11/05 10:31:00 PM
2022/11/05,22:36,62,2,7,9,2022/11/05 10:36:00 PM
2022/11/05,22:41,42,2,0,2,2022/11/05 10:41:00 PM
2022/11/05,22:40,61,1,2,3,2022/11/05 10:40:00 PM
2022/11/05,22:45,31,5,11,16,2022/11/05 10:45:00 PM
2022/11/05,22:45,72,3,11,14,2022/11/05 10:45:00 PM
2022/11/05,22:44,54,1,1,2,2022/11/05 10:44:00 PM
2022/11/05,22:49,72,4,3,7,2022/11/05 10:49:00 PM
2022/11/05,22:43,18,4,3,7,2022/11/05 10:43:00 PM
2022/11/05,22:40,12,4,0,4,2022/11/05 10:40:00 PM
2022/11/05,22:37,67,1,0,1,2022/11/05 10:37:00 PM
2022/11/05,22:39,31,6,7,13,2022/11/05 10:39:00 PM
2022/11/05,22:37,2,4,1,5,2022/11/05 10:37:00 PM
2022/11/05,22:40,11,2,0,2,2022/11/05 10:40:00 PM
2022/11/05,22:41,3,15,9,24,2022/11/05 10:41:00 PM
2022/11/05,22:36,30,10,8,18,2022/11/05 10:36:00 PM
2022/11/05,22:41,8,1,0,1,2022/11/05 10:41:00 PM
2022/11/05,22:44,79,9,5,14,2022/11/05 10:44:00 PM
2022/11/05,22:37,37,3,1,4,2022/11/05 10:37:00 PM
2022/11/05,22:29,37,2,6,8,2022/11/05 10:29:00 PM
2022/11/05,22:31,23,1,0,1,2022/11/05 10:31:00 PM
2022/11/05,22:42,30,4,4,8,2022/11/05 10:42:00 PM
2022/11/05,22:36,43,1,0,1,2022/11/05 10:36:00 PM
2022/11/05,22:44,56,5,1,6,2022/11/05 10:44:00 PM
2022/11/05,22:37,28,0,50,50,2022/11/05 10:37:00 PM
2022/11/05,22:39,59,11,3,14,2022/11/05 10:39:00 PM
2022/11/05,22:44,63,1,6,7,2022/11/05 10:44:00 PM
2022/11/05,22:48,3,20,17,37,2022/11/05 10:48:00 PM
2022/11/05,22:42,50,4,1,5,2022/11/05 10:42:00 PM
2022/11/05,22:49,59,8,1,9,2022/11/05 10:49:00 PM
2022/11/05,22:36,20,9,0,9,2022/11/05 10:36:00 PM
2022/11/05,22:43,5,6,11,17,2022/11/05 10:43:00 PM
2022/11/05,22:44,84,22,6,28,2022/11/05 10:44:00 PM
2022/11/05,22:47,29,162,9,171,2022/11/05 10:47:00 PM
2022/11/05,22:37,20,8,7,15,2022/11/05 10:37:00 PM
2022/11/05,22:47,49,0,1,1,2022/11/05 10:47:00 PM
2022/11/05,22:36,54,2,1,3,2022/11/05 10:36:00 PM
2022/11/05,22:33,40,5,0,5,2022/11/05 10:33:00 PM
2022/11/05,22:38,20,5,7,12,2022/11/05 10:38:00 PM
2022/11/05,22:46,70,4,3,7,2022/11/05 10:46:00 PM
2022/11/05,22:40,59,5,2,7,2022/11/05 10:40:00 PM
2022/11/05,22:44,50,7,0,7,2022/11/05 10:44:00 PM
2022/11/05,22:38,21,5,4,9,2022/11/05 10:38:00 PM
2022/11/05,22:38,23,5,4,9,2022/11/05 10:38:00 PM
2022/11/05,22:35,37,5,2,7,2022/11/05 10:35:00 PM
2022/11/05,22:40,20,3,2,5,2022/11/05 10:40:00 PM
2022/11/05,22:47,18,2,0,2,2022/11/05 10:47:00 PM
2022/11/05,22:34,4,16,6,22,2022/11/05 10:34:00 PM
2022/11/05,22:40,58,4,3,7,2022/11/05 10:40:00 PM
2022/11/05,22:37,58,0,5,5,2022/11/05 10:37:00 PM
2022/11/05,22:25,37,1,6,7,2022/11/05 10:25:00 PM
2022/11/05,22:36,28,1,21,22,2022/11/05 10:36:00 PM
2022/11/05,22:39,50,2,3,5,2022/11/05 10:39:00 PM
2022/11/05,22:41,4,14,3,17,2022/11/05 10:41:00 PM
2022/11/05,22:27,19,5,4,9,2022/11/05 10:27:00 PM
2022/11/05,22:44,67,5,3,8,2022/11/05 10:44:00 PM
2022/11/05,22:48,12,0,3,3,2022/11/05 10:48:00 PM
2022/11/05,22:43,50,2,0,2,2022/11/05 10:43:00 PM
2022/11/05,22:46,77,0,2,2,2022/11/05 10:46:00 PM
2022/11/05,22:42,41,17,26,43,2022/11/05 10:42:00 PM
2022/11/05,22:43,29,165,3,168,2022/11/05 10:43:00 PM
2022/11/05,22:34,65,8,15,23,2022/11/05 10:34:00 PM
2022/11/05,22:39,28,3,66,69,2022/11/05 10:39:00 PM
2022/11/05,22:41,46,2,0,2,2022/11/05 10:41:00 PM
2022/11/05,22:37,70,2,9,11,2022/11/05 10:37:00 PM
2022/11/05,22:45,41,7,14,21,2022/11/05 10:45:00 PM
2022/11/05,22:36,6,8,8,16,2022/11/05 10:36:00 PM
2022/11/05,22:32,40,3,1,4,2022/11/05 10:32:00 PM
2022/11/05,22:37,3,9,9,18,2022/11/05 10:37:00 PM
2022/11/05,22:46,1,3,1,4,2022/11/05 10:46:00 PM
2022/11/05,22:41,40,10,2,12,2022/11/05 10:41:00 PM
2022/11/05,22:30,21,7,7,14,2022/11/05 10:30:00 PM
2022/11/05,22:29,21,3,6,9,2022/11/05 10:29:00 PM
2022/11/05,22:36,29,24,13,37,2022/11/05 10:36:00 PM
2022/11/05,22:32,37,7,1,8,2022/11/05 10:32:00 PM
2022/11/05,22:48,67,4,1,5,2022/11/05 10:48:00 PM
2022/11/05,22:38,72,5,0,5,2022/11/05 10:38:00 PM
2022/11/05,22:35,31,8,5,13,2022/11/05 10:35:00 PM
2022/11/05,22:48,41,9,5,14,2022/11/05 10:48:00 PM
2022/11/05,22:38,29,96,3,99,2022/11/05 10:38:00 PM
2022/11/05,22:35,40,0,1,1,2022/11/05 10:35:00 PM
2022/11/05,22:38,31,3,5,8,2022/11/05 10:38:00 PM
2022/11/05,22:38,57,0,2,2,2022/11/05 10:38:00 PM
2022/11/05,22:46,58,2,8,10,2022/11/05 10:46:00 PM
2022/11/05,22:34,3,21,10,31,2022/11/05 10:34:00 PM
2022/11/05,22:44,51,0,2,2,2022/11/05 10:44:00 PM
2022/11/05,22:48,77,0,2,2,2022/11/05 10:48:00 PM
2022/11/05,22:35,12,0,2,2,2022/11/05 10:35:00 PM
2022/11/05,22:40,8,3,2,5,2022/11/05 10:40:00 PM
2022/11/05,22:38,40,24,1,25,2022/11/05 10:38:00 PM
2022/11/05,22:41,2,0,3,3,2022/11/05 10:41:00 PM
2022/11/05,22:47,42,0,1,1,2022/11/05 10:47:00 PM
2022/11/05,22:45,40,8,4,12,2022/11/05 10:45:00 PM
2022/11/05,22:40,35,26,14,40,2022/11/05 10:40:00 PM
2022/11/05,22:37,8,1,1,2,2022/11/05 10:37:00 PM
2022/11/05,22:29,31,7,5,12,2022/11/05 10:29:00 PM
2022/11/05,22:42,8,0,3,3,2022/11/05 10:42:00 PM
2022/11/05,22:37,45,11,9,20,2022/11/05 10:37:00 PM
2022/11/05,22:46,6,20,6,26,2022/11/05 10:46:00 PM
2022/11/05,22:45,45,15,12,27,2022/11/05 10:45:00 PM
2022/11/05,22:36,47,5,9,14,2022/11/05 10:36:00 PM
2022/11/05,22:40,19,9,9,18,2022/11/05 10:40:00 PM
2022/11/05,22:37,24,10,3,13,2022/11/05 10:37:00 PM
2022/11/05,22:43,63,7,6,13,2022/11/05 10:43:00 PM
2022/11/05,22:39,70,6,1,7,2022/11/05 10:39:00 PM
2022/11/05,22:43,84,5,14,19,2022/11/05 10:43:00 PM
2022/11/05,22:43,1,4,4,8,2022/11/05 10:43:00 PM
2022/11/05,22:31,44,0,1,1,2022/11/05 10:31:00 PM
2022/11/05,22:41,21,3,11,14,2022/11/05 10:41:00 PM
2022/11/05,22:38,36,6,24,30,2022/11/05 10:38:00 PM
2022/11/05,22:34,86,0,1,1,2022/11/05 10:34:00 PM
2022/11/05,22:48,79,8,5,13,2022/11/05 10:48:00 PM
2022/11/05,22:34,51,1,2,3,2022/11/05 10:34:00 PM
2022/11/05,22:48,68,1,1,2,2022/11/05 10:48:00 PM
2022/11/05,22:47,56,3,1,4,2022/11/05 10:47:00 PM
2022/11/05,22:37,63,7,10,17,2022/11/05 10:37:00 PM
2022/11/05,22:35,63,6,1,7,2022/11/05 10:35:00 PM
2022/11/05,22:44,66,22,1,23,2022/11/05 10:44:00 PM
2022/11/05,22:39,43,1,0,1,2022/11/05 10:39:00 PM
2022/11/05,22:36,19,10,19,29,2022/11/05 10:36:00 PM
2022/11/05,22:34,18,0,1,1,2022/11/05 10:34:00 PM
2022/11/05,22:44,5,7,9,16,2022/11/05 10:44:00 PM
2022/11/05,22:36,40,3,0,3,2022/11/05 10:36:00 PM
2022/11/05,22:48,54,2,4,6,2022/11/05 10:48:00 PM
2022/11/05,22:44,59,3,5,8,2022/11/05 10:44:00 PM
2022/11/05,22:45,11,1,0,1,2022/11/05 10:45:00 PM
2022/11/05,22:34,41,15,19,34,2022/11/05 10:34:00 PM
2022/11/05,22:48,66,3,2,5,2022/11/05 10:48:00 PM
2022/11/05,22:48,28,5,72,77,2022/11/05 10:48:00 PM
2022/11/05,22:39,4,21,6,27,2022/11/05 10:39:00 PM
2022/11/05,22:41,84,5,16,21,2022/11/05 10:41:00 PM
2022/11/05,22:39,14,12,2,14,2022/11/05 10:39:00 PM
2022/11/05,22:46,68,1,1,2,2022/11/05 10:46:00 PM
2022/11/05,22:31,20,19,5,24,2022/11/05 10:31:00 PM
2022/11/05,22:41,87,0,3,3,2022/11/05 10:41:00 PM
2022/11/05,22:41,63,7,2,9,2022/11/05 10:41:00 PM
2022/11/05,22:40,49,1,0,1,2022/11/05 10:40:00 PM
2022/11/05,22:38,48,2,2,4,2022/11/05 10:38:00 PM
2022/11/05,22:46,12,4,3,7,2022/11/05 10:46:00 PM
2022/11/05,22:34,20,7,13,20,2022/11/05 10:34:00 PM
2022/11/05,22:43,86,4,0,4,2022/11/05 10:43:00 PM
2022/11/05,22:36,63,2,4,6,2022/11/05 10:36:00 PM
2022/11/05,22:36,67,2,4,6,2022/11/05 10:36:00 PM
2022/11/05,22:44,58,7,8,15,2022/11/05 10:44:00 PM
2022/11/05,22:36,1,17,1,18,2022/11/05 10:36:00 PM
2022/11/05,22:39,36,4,2,6,2022/11/05 10:39:00 PM
2022/11/05,22:43,68,1,1,2,2022/11/05 10:43:00 PM
2022/11/05,22:40,31,9,6,15,2022/11/05 10:40:00 PM
2022/11/05,22:45,51,1,1,2,2022/11/05 10:45:00 PM
2022/11/05,22:49,70,3,0,3,2022/11/05 10:49:00 PM
2022/11/05,22:39,20,17,0,17,2022/11/05 10:39:00 PM
2022/11/05,22:34,23,5,1,6,2022/11/05 10:34:00 PM
2022/11/05,22:35,50,1,0,1,2022/11/05 10:35:00 PM
2022/11/05,22:48,35,50,20,70,2022/11/05 10:48:00 PM
2022/11/05,22:39,6,17,2,19,2022/11/05 10:39:00 PM
2022/11/05,22:35,58,3,3,6,2022/11/05 10:35:00 PM
2022/11/05,22:34,61,1,5,6,2022/11/05 10:34:00 PM
2022/11/05,22:43,59,1,3,4,2022/11/05 10:43:00 PM
2022/11/05,22:44,31,7,7,14,2022/11/05 10:44:00 PM
2022/11/05,22:47,9,0,4,4,2022/11/05 10:47:00 PM
2022/11/05,22:28,37,0,9,9,2022/11/05 10:28:00 PM
2022/11/05,22:49,14,3,2,5,2022/11/05 10:49:00 PM
2022/11/05,22:44,12,5,1,6,2022/11/05 10:44:00 PM
2022/11/05,22:36,5,12,14,26,2022/11/05 10:36:00 PM
2022/11/05,22:41,30,7,8,15,2022/11/05 10:41:00 PM
2022/11/05,22:34,63,6,6,12,2022/11/05 10:34:00 PM
2022/11/05,22:47,3,13,13,26,2022/11/05 10:47:00 PM
2022/11/05,22:37,14,15,3,18,2022/11/05 10:37:00 PM
2022/11/05,22:42,58,11,2,13,2022/11/05 10:42:00 PM
2022/11/05,22:41,37,0,8,8,2022/11/05 10:41:00 PM
2022/11/05,22:48,4,28,9,37,2022/11/05 10:48:00 PM
2022/11/05,22:34,19,24,1,25,2022/11/05 10:34:00 PM
2022/11/05,22:46,11,0,2,2,2022/11/05 10:46:00 PM
2022/11/05,22:37,42,0,1,1,2022/11/05 10:37:00 PM
2022/11/05,22:46,28,5,75,80,2022/11/05 10:46:00 PM
2022/11/05,22:37,39,3,2,5,2022/11/05 10:37:00 PM
2022/11/05,22:42,87,4,0,4,2022/11/05 10:42:00 PM
2022/11/05,22:40,1,8,5,13,2022/11/05 10:40:00 PM
2022/11/05,22:46,72,2,11,13,2022/11/05 10:46:00 PM
2022/11/05,22:43,49,2,1,3,2022/11/05 10:43:00 PM
2022/11/05,22:49,79,34,7,41,2022/11/05 10:49:00 PM
2022/11/05,22:44,48,3,4,7,2022/11/05 10:44:00 PM
2022/11/05,22:46,50,1,1,2,2022/11/05 10:46:00 PM
2022/11/05,22:36,2,3,3,6,2022/11/05 10:36:00 PM
2022/11/05,22:45,27,2,0,2,2022/11/05 10:45:00 PM
2022/11/05,22:34,58,3,1,4,2022/11/05 10:34:00 PM
2022/11/05,22:25,31,7,7,14,2022/11/05 10:25:00 PM
2022/11/05,22:42,63,2,3,5,2022/11/05 10:42:00 PM
2022/11/05,22:37,84,7,11,18,2022/11/05 10:37:00 PM
2022/11/05,22:32,30,24,13,37,2022/11/05 10:32:00 PM
2022/11/05,22:37,59,1,1,2,2022/11/05 10:37:00 PM
2022/11/05,22:36,10,1,0,1,2022/11/05 10:36:00 PM
2022/11/05,22:40,65,8,9,17,2022/11/05 10:40:00 PM
2022/11/05,22:45,12,7,2,9,2022/11/05 10:45:00 PM
2022/11/05,22:46,59,11,2,13,2022/11/05 10:46:00 PM
2022/11/05,22:32,21,3,10,13,2022/11/05 10:32:00 PM
2022/11/05,22:46,21,3,10,13,2022/11/05 10:46:00 PM
2022/11/05,22:26,31,12,6,18,2022/11/05 10:26:00 PM
2022/11/05,22:30,19,4,2,6,2022/11/05 10:30:00 PM
2022/11/05,22:39,62,1,0,1,2022/11/05 10:39:00 PM
2022/11/05,22:45,54,1,0,1,2022/11/05 10:45:00 PM
2022/11/05,22:33,30,15,8,23,2022/11/05 10:33:00 PM
2022/11/05,22:48,1,4,2,6,2022/11/05 10:48:00 PM
2022/11/05,22:37,48,0,1,1,2022/11/05 10:37:00 PM
2022/11/05,22:42,1,5,4,9,2022/11/05 10:42:00 PM
2022/11/05,22:39,41,18,22,40,2022/11/05 10:39:00 PM
2022/11/05,22:42,29,164,7,171,2022/11/05 10:42:00 PM
2022/11/05,22:28,31,6,11,17,2022/11/05 10:28:00 PM
2022/11/05,22:42,67,0,4,4,2022/11/05 10:42:00 PM
2022/11/05,22:46,47,2,10,12,2022/11/05 10:46:00 PM
2022/11/05,22:34,45,3,13,16,2022/11/05 10:34:00 PM
2022/11/05,22:33,20,16,1,17,2022/11/05 10:33:00 PM
2022/11/05,22:44,49,1,0,1,2022/11/05 10:44:00 PM
2022/11/05,22:47,87,0,2,2,2022/11/05 10:47:00 PM
2022/11/05,22:40,14,6,1,7,2022/11/05 10:40:00 PM
2022/11/05,22:35,36,6,6,12,2022/11/05 10:35:00 PM
2022/11/05,22:47,12,1,3,4,2022/11/05 10:47:00 PM
2022/11/05,22:47,54,3,0,3,2022/11/05 10:47:00 PM
2022/11/05,22:40,54,1,1,2,2022/11/05 10:40:00 PM
2022/11/05,22:34,30,15,7,22,2022/11/05 10:34:00 PM
2022/11/05,22:37,36,1,2,3,2022/11/05 10:37:00 PM
2022/11/05,22:40,77,2,4,6,2022/11/05 10:40:00 PM
2022/11/05,22:34,37,5,1,6,2022/11/05 10:34:00 PM
2022/11/05,22:32,46,4,3,7,2022/11/05 10:32:00 PM
2022/11/05,22:36,23,1,4,5,2022/11/05 10:36:00 PM
2022/11/05,22:46,49,0,2,2,2022/11/05 10:46:00 PM
2022/11/05,22:48,14,5,0,5,2022/11/05 10:48:00 PM
2022/11/05,22:30,40,5,0,5,2022/11/05 10:30:00 PM
2022/11/05,22:38,49,1,0,1,2022/11/05 10:38:00 PM
2022/11/05,22:45,65,1,35,36,2022/11/05 10:45:00 PM
2022/11/05,22:40,48,0,1,1,2022/11/05 10:40:00 PM
2022/11/05,22:47,41,23,19,42,2022/11/05 10:47:00 PM
2022/11/05,22:43,24,4,4,8,2022/11/05 10:43:00 PM
2022/11/05,22:42,14,9,2,11,2022/11/05 10:42:00 PM
2022/11/05,22:32,20,7,6,13,2022/11/05 10:32:00 PM
2022/11/05,22:35,62,4,0,4,2022/11/05 10:35:00 PM
2022/11/05,22:38,65,3,16,19,2022/11/05 10:38:00 PM
2022/11/05,22:30,5,10,6,16,2022/11/05 10:30:00 PM
2022/11/05,22:40,69,2,1,3,2022/11/05 10:40:00 PM
2022/11/05,22:47,67,18,3,21,2022/11/05 10:47:00 PM
2022/11/05,22:35,48,4,5,9,2022/11/05 10:35:00 PM
2022/11/05,22:37,44,2,0,2,2022/11/05 10:37:00 PM
2022/11/05,22:36,12,0,3,3,2022/11/05 10:36:00 PM
2022/11/05,22:49,62,0,1,1,2022/11/05 10:49:00 PM
2022/11/05,22:48,24,0,1,1,2022/11/05 10:48:00 PM
2022/11/05,22:36,14,3,3,6,2022/11/05 10:36:00 PM
2022/11/05,22:34,69,2,1,3,2022/11/05 10:34:00 PM
2022/11/05,22:29,19,3,4,7,2022/11/05 10:29:00 PM
2022/11/05,22:38,2,0,4,4,2022/11/05 10:38:00 PM
2022/11/05,22:38,41,17,17,34,2022/11/05 10:38:00 PM
2022/11/05,22:41,62,0,3,3,2022/11/05 10:41:00 PM
2022/11/05,22:36,66,11,10,21,2022/11/05 10:36:00 PM
2022/11/05,22:46,3,13,14,27,2022/11/05 10:46:00 PM
2022/11/05,22:39,24,3,3,6,2022/11/05 10:39:00 PM
2022/11/05,22:45,28,0,99,99,2022/11/05 10:45:00 PM
2022/11/05,22:39,9,2,0,2,2022/11/05 10:39:00 PM
2022/11/05,22:42,3,38,9,47,2022/11/05 10:42:00 PM
2022/11/05,22:34,48,1,0,1,2022/11/05 10:34:00 PM
2022/11/05,22:34,27,1,1,2,2022/11/05 10:34:00 PM
2022/11/05,22:34,10,0,1,1,2022/11/05 10:34:00 PM
2022/11/05,22:36,39,2,0,2,2022/11/05 10:36:00 PM
2022/11/05,22:39,57,2,0,2,2022/11/05 10:39:00 PM
2022/11/05,22:42,9,2,0,2,2022/11/05 10:42:00 PM
2022/11/05,22:46,24,1,6,7,2022/11/05 10:46:00 PM
2022/11/05,22:37,62,1,5,6,2022/11/05 10:37:00 PM
2022/11/05,22:26,21,9,8,17,2022/11/05 10:26:00 PM
2022/11/05,22:48,11,1,1,2,2022/11/05 10:48:00 PM
2022/11/05,22:40,66,10,6,16,2022/11/05 10:40:00 PM
2022/11/05,22:39,30,4,13,17,2022/11/05 10:39:00 PM
2022/11/05,22:36,41,15,15,30,2022/11/05 10:36:00 PM
2022/11/05,22:45,56,2,0,2,2022/11/05 10:45:00 PM
2022/11/05,22:34,35,37,9,46,2022/11/05 10:34:00 PM
2022/11/05,22:41,6,19,19,38,2022/11/05 10:41:00 PM
2022/11/05,22:36,50,4,0,4,2022/11/05 10:36:00 PM
2022/11/05,22:35,46,3,1,4,2022/11/05 10:35:00 PM
2022/11/05,22:42,45,5,6,11,2022/11/05 10:42:00 PM
2022/11/05,22:35,35,45,13,58,2022/11/05 10:35:00 PM
2022/11/05,22:43,12,2,5,7,2022/11/05 10:43:00 PM
2022/11/05,22:47,70,4,2,6,2022/11/05 10:47:00 PM
2022/11/05,22:47,47,0,2,2,2022/11/05 10:47:00 PM
2022/11/05,22:44,24,2,6,8,2022/11/05 10:44:00 PM
2022/11/05,22:44,14,1,0,1,2022/11/05 10:44:00 PM
2022/11/05,22:46,69,1,0,1,2022/11/05 10:46:00 PM
2022/11/05,22:39,63,15,7,22,2022/11/05 10:39:00 PM
2022/11/05,22:41,24,2,1,3,2022/11/05 10:41:00 PM
2022/11/05,22:35,65,6,9,15,2022/11/05 10:35:00 PM
2022/11/05,22:45,86,1,0,1,2022/11/05 10:45:00 PM
2022/11/05,22:42,6,8,9,17,2022/11/05 10:42:00 PM
2022/11/05,22:40,5,10,12,22,2022/11/05 10:40:00 PM
2022/11/05,22:43,42,0,3,3,2022/11/05 10:43:00 PM
2022/11/05,22:47,66,9,14,23,2022/11/05 10:47:00 PM
2022/11/05,22:40,36,7,0,7,2022/11/05 10:40:00 PM
2022/11/05,22:43,48,0,2,2,2022/11/05 10:43:00 PM
2022/11/05,22:45,18,5,1,6,2022/11/05 10:45:00 PM
2022/11/05,22:27,31,6,8,14,2022/11/05 10:27:00 PM
2022/11/05,22:32,61,4,1,5,2022/11/05 10:32:00 PM
2022/11/05,22:38,62,1,0,1,2022/11/05 10:38:00 PM
2022/11/05,22:30,31,4,2,6,2022/11/05 10:30:00 PM
2022/11/05,22:37,72,5,0,5,2022/11/05 10:37:00 PM
2022/11/05,22:31,40,4,2,6,2022/11/05 10:31:00 PM
2022/11/05,22:36,35,41,11,52,2022/11/05 10:36:00 PM
2022/11/05,22:38,27,4,0,4,2022/11/05 10:38:00 PM
2022/11/05,22:43,70,16,0,16,2022/11/05 10:43:00 PM
2022/11/05,22:31,37,3,1,4,2022/11/05 10:31:00 PM
2022/11/05,22:45,46,1,0,1,2022/11/05 10:45:00 PM
2022/11/05,22:47,27,1,3,4,2022/11/05 10:47:00 PM
2022/11/05,22:35,70,0,2,2,2022/11/05 10:35:00 PM
2022/11/05,22:43,67,7,0,7,2022/11/05 10:43:00 PM
2022/11/05,22:44,77,5,4,9,2022/11/05 10:44:00 PM
2022/11/05,22:36,4,13,10,23,2022/11/05 10:36:00 PM
2022/11/05,22:40,45,10,11,21,2022/11/05 10:40:00 PM
2022/11/05,22:42,12,0,10,10,2022/11/05 10:42:00 PM
2022/11/05,22:42,51,1,1,2,2022/11/05 10:42:00 PM
2022/11/05,22:36,27,2,1,3,2022/11/05 10:36:00 PM
2022/11/05,22:35,20,3,5,8,2022/11/05 10:35:00 PM
2022/11/05,22:44,6,16,7,23,2022/11/05 10:44:00 PM
2022/11/05,22:36,48,0,1,1,2022/11/05 10:36:00 PM
2022/11/05,22:39,29,93,5,98,2022/11/05 10:39:00 PM
2022/11/05,22:40,27,5,1,6,2022/11/05 10:40:00 PM
2022/11/05,22:45,29,180,3,183,2022/11/05 10:45:00 PM
2022/11/05,22:47,1,1,7,8,2022/11/05 10:47:00 PM
2022/11/05,22:47,65,5,18,23,2022/11/05 10:47:00 PM
2022/11/05,22:35,41,18,15,33,2022/11/05 10:35:00 PM
2022/11/05,22:31,30,28,9,37,2022/11/05 10:31:00 PM
2022/11/05,22:33,49,0,2,2,2022/11/05 10:33:00 PM
2022/11/05,22:39,1,3,12,15,2022/11/05 10:39:00 PM
2022/11/05,22:39,72,0,11,11,2022/11/05 10:39:00 PM
2022/11/05,22:41,45,6,5,11,2022/11/05 10:41:00 PM
2022/11/05,22:45,4,21,6,27,2022/11/05 10:45:00 PM
2022/11/05,22:34,46,2,0,2,2022/11/05 10:34:00 PM
2022/11/05,22:43,37,2,0,2,2022/11/05 10:43:00 PM
2022/11/05,22:42,61,4,4,8,2022/11/05 10:42:00 PM
2022/11/05,22:35,27,2,1,3,2022/11/05 10:35:00 PM
2022/11/05,22:41,19,5,11,16,2022/11/05 10:41:00 PM
2022/11/05,22:44,2,2,2,4,2022/11/05 10:44:00 PM
2022/11/05,22:35,29,25,1,26,2022/11/05 10:35:00 PM
2022/11/05,22:31,61,3,2,5,2022/11/05 10:31:00 PM
2022/11/05,22:34,68,0,4,4,2022/11/05 10:34:00 PM
2022/11/05,22:36,8,0,1,1,2022/11/05 10:36:00 PM
2022/11/05,22:48,72,7,25,32,2022/11/05 10:48:00 PM
2022/11/05,22:39,58,1,3,4,2022/11/05 10:39:00 PM
2022/11/05,22:41,57,0,1,1,2022/11/05 10:41:00 PM
2022/11/05,22:35,56,1,3,4,2022/11/05 10:35:00 PM
2022/11/05,22:32,36,14,2,16,2022/11/05 10:32:00 PM
2022/11/05,22:44,68,0,1,1,2022/11/05 10:44:00 PM
