date,time,sensor_id,direction_1,direction_2,total_of_directions,date_time
2022/11/05,22:32,29,22,6,28,2022/11/05 10:32:00 PM
2022/11/05,22:23,10,2,0,2,2022/11/05 10:23:00 PM
2022/11/05,22:24,50,1,1,2,2022/11/05 10:24:00 PM
2022/11/05,22:29,4,26,5,31,2022/11/05 10:29:00 PM
2022/11/05,22:31,66,6,4,10,2022/11/05 10:31:00 PM
2022/11/05,22:24,27,0,1,1,2022/11/05 10:24:00 PM
2022/11/05,22:26,14,4,3,7,2022/11/05 10:26:00 PM
2022/11/05,22:18,30,11,1,12,2022/11/05 10:18:00 PM
2022/11/05,22:13,43,1,0,1,2022/11/05 10:13:00 PM
2022/11/05,22:16,46,1,0,1,2022/11/05 10:16:00 PM
2022/11/05,22:24,19,13,3,16,2022/11/05 10:24:00 PM
2022/11/05,22:26,48,0,2,2,2022/11/05 10:26:00 PM
2022/11/05,22:18,31,9,7,16,2022/11/05 10:18:00 PM
2022/11/05,22:32,24,0,3,3,2022/11/05 10:32:00 PM
2022/11/05,22:18,21,24,6,30,2022/11/05 10:18:00 PM
2022/11/05,22:31,41,9,17,26,2022/11/05 10:31:00 PM
2022/11/05,22:28,68,0,2,2,2022/11/05 10:28:00 PM
2022/11/05,22:21,1,5,5,10,2022/11/05 10:21:00 PM
2022/11/05,22:29,27,3,0,3,2022/11/05 10:29:00 PM
2022/11/05,22:27,27,0,2,2,2022/11/05 10:27:00 PM
2022/11/05,22:25,29,18,6,24,2022/11/05 10:25:00 PM
2022/11/05,22:10,44,1,0,1,2022/11/05 10:10:00 PM
2022/11/05,22:12,36,1,0,1,2022/11/05 10:12:00 PM
2022/11/05,22:30,72,2,13,15,2022/11/05 10:30:00 PM
2022/11/05,22:27,6,10,9,19,2022/11/05 10:27:00 PM
2022/11/05,22:34,84,9,14,23,2022/11/05 10:34:00 PM
2022/11/05,22:27,10,0,3,3,2022/11/05 10:27:00 PM
2022/11/05,22:32,63,19,5,24,2022/11/05 10:32:00 PM
2022/11/05,22:21,61,0,4,4,2022/11/05 10:21:00 PM
2022/11/05,22:27,46,1,0,1,2022/11/05 10:27:00 PM
2022/11/05,22:32,72,2,2,4,2022/11/05 10:32:00 PM
2022/11/05,22:14,31,5,4,9,2022/11/05 10:14:00 PM
2022/11/05,22:31,49,1,0,1,2022/11/05 10:31:00 PM
2022/11/05,22:25,48,1,0,1,2022/11/05 10:25:00 PM
2022/11/05,22:16,30,10,7,17,2022/11/05 10:16:00 PM
2022/11/05,22:26,59,1,1,2,2022/11/05 10:26:00 PM
2022/11/05,22:27,65,1,11,12,2022/11/05 10:27:00 PM
2022/11/05,22:24,63,2,6,8,2022/11/05 10:24:00 PM
2022/11/05,22:22,36,3,2,5,2022/11/05 10:22:00 PM
2022/11/05,22:17,5,16,15,31,2022/11/05 10:17:00 PM
2022/11/05,22:26,29,49,15,64,2022/11/05 10:26:00 PM
2022/11/05,22:28,65,0,10,10,2022/11/05 10:28:00 PM
2022/11/05,22:34,70,1,0,1,2022/11/05 10:34:00 PM
2022/11/05,22:32,28,4,3,7,2022/11/05 10:32:00 PM
2022/11/05,22:23,45,3,10,13,2022/11/05 10:23:00 PM
2022/11/05,22:30,50,2,1,3,2022/11/05 10:30:00 PM
2022/11/05,22:24,14,5,3,8,2022/11/05 10:24:00 PM
2022/11/05,22:25,27,0,2,2,2022/11/05 10:25:00 PM
2022/11/05,22:25,47,8,2,10,2022/11/05 10:25:00 PM
2022/11/05,22:25,66,14,13,27,2022/11/05 10:25:00 PM
2022/11/05,22:19,1,4,3,7,2022/11/05 10:19:00 PM
2022/11/05,22:28,40,2,0,2,2022/11/05 10:28:00 PM
2022/11/05,22:19,41,28,6,34,2022/11/05 10:19:00 PM
2022/11/05,22:24,47,11,11,22,2022/11/05 10:24:00 PM
2022/11/05,22:22,21,12,7,19,2022/11/05 10:22:00 PM
2022/11/05,22:17,36,0,3,3,2022/11/05 10:17:00 PM
2022/11/05,22:28,45,3,12,15,2022/11/05 10:28:00 PM
2022/11/05,22:18,48,0,1,1,2022/11/05 10:18:00 PM
2022/11/05,22:29,86,0,1,1,2022/11/05 10:29:00 PM
2022/11/05,22:19,19,6,11,17,2022/11/05 10:19:00 PM
2022/11/05,22:18,46,2,0,2,2022/11/05 10:18:00 PM
2022/11/05,22:33,66,5,12,17,2022/11/05 10:33:00 PM
2022/11/05,22:19,62,1,0,1,2022/11/05 10:19:00 PM
2022/11/05,22:22,59,5,2,7,2022/11/05 10:22:00 PM
2022/11/05,22:28,39,2,4,6,2022/11/05 10:28:00 PM
2022/11/05,22:32,79,6,5,11,2022/11/05 10:32:00 PM
2022/11/05,22:30,42,7,0,7,2022/11/05 10:30:00 PM
2022/11/05,22:25,41,23,11,34,2022/11/05 10:25:00 PM
2022/11/05,22:17,31,2,2,4,2022/11/05 10:17:00 PM
2022/11/05,22:29,59,3,1,4,2022/11/05 10:29:00 PM
2022/11/05,22:20,67,3,0,3,2022/11/05 10:20:00 PM
2022/11/05,22:15,36,3,1,4,2022/11/05 10:15:00 PM
2022/11/05,22:24,37,6,6,12,2022/11/05 10:24:00 PM
2022/11/05,22:20,61,5,4,9,2022/11/05 10:20:00 PM
2022/11/05,22:22,77,2,0,2,2022/11/05 10:22:00 PM
2022/11/05,22:25,21,7,5,12,2022/11/05 10:25:00 PM
2022/11/05,22:29,48,0,4,4,2022/11/05 10:29:00 PM
2022/11/05,22:18,40,3,2,5,2022/11/05 10:18:00 PM
2022/11/05,22:23,67,1,1,2,2022/11/05 10:23:00 PM
2022/11/05,22:33,9,1,0,1,2022/11/05 10:33:00 PM
2022/11/05,22:20,19,20,2,22,2022/11/05 10:20:00 PM
2022/11/05,22:26,12,2,1,3,2022/11/05 10:26:00 PM
2022/11/05,22:26,49,3,0,3,2022/11/05 10:26:00 PM
2022/11/05,22:33,70,2,0,2,2022/11/05 10:33:00 PM
2022/11/05,22:16,44,1,0,1,2022/11/05 10:16:00 PM
2022/11/05,22:18,36,0,9,9,2022/11/05 10:18:00 PM
2022/11/05,22:25,12,1,6,7,2022/11/05 10:25:00 PM
2022/11/05,22:23,54,2,0,2,2022/11/05 10:23:00 PM
2022/11/05,22:30,49,0,6,6,2022/11/05 10:30:00 PM
2022/11/05,22:32,41,8,14,22,2022/11/05 10:32:00 PM
2022/11/05,22:25,45,5,10,15,2022/11/05 10:25:00 PM
2022/11/05,22:22,31,12,3,15,2022/11/05 10:22:00 PM
2022/11/05,22:28,27,0,1,1,2022/11/05 10:28:00 PM
2022/11/05,22:19,54,0,1,1,2022/11/05 10:19:00 PM
2022/11/05,22:22,67,8,6,14,2022/11/05 10:22:00 PM
2022/11/05,22:32,59,4,3,7,2022/11/05 10:32:00 PM
2022/11/05,22:18,45,2,8,10,2022/11/05 10:18:00 PM
2022/11/05,22:32,47,12,11,23,2022/11/05 10:32:00 PM
2022/11/05,22:33,84,16,15,31,2022/11/05 10:33:00 PM
2022/11/05,22:23,28,2,22,24,2022/11/05 10:23:00 PM
2022/11/05,22:27,5,15,13,28,2022/11/05 10:27:00 PM
2022/11/05,22:29,35,21,11,32,2022/11/05 10:29:00 PM
2022/11/05,22:25,77,1,3,4,2022/11/05 10:25:00 PM
2022/11/05,22:28,49,1,0,1,2022/11/05 10:28:00 PM
2022/11/05,22:22,45,4,3,7,2022/11/05 10:22:00 PM
2022/11/05,22:14,44,2,0,2,2022/11/05 10:14:00 PM
2022/11/05,22:34,29,14,3,17,2022/11/05 10:34:00 PM
2022/11/05,22:27,50,8,1,9,2022/11/05 10:27:00 PM
2022/11/05,22:27,41,8,14,22,2022/11/05 10:27:00 PM
2022/11/05,22:31,14,9,2,11,2022/11/05 10:31:00 PM
2022/11/05,22:18,58,5,9,14,2022/11/05 10:18:00 PM
2022/11/05,22:26,79,11,6,17,2022/11/05 10:26:00 PM
2022/11/05,22:27,3,25,17,42,2022/11/05 10:27:00 PM
2022/11/05,22:34,14,4,1,5,2022/11/05 10:34:00 PM
2022/11/05,22:26,76,2,0,2,2022/11/05 10:26:00 PM
2022/11/05,22:23,51,0,2,2,2022/11/05 10:23:00 PM
2022/11/05,22:23,56,3,1,4,2022/11/05 10:23:00 PM
2022/11/05,22:24,66,6,3,9,2022/11/05 10:24:00 PM
2022/11/05,22:24,29,35,4,39,2022/11/05 10:24:00 PM
2022/11/05,22:24,41,10,2,12,2022/11/05 10:24:00 PM
2022/11/05,22:18,19,14,12,26,2022/11/05 10:18:00 PM
2022/11/05,22:28,84,8,4,12,2022/11/05 10:28:00 PM
2022/11/05,22:19,2,7,1,8,2022/11/05 10:19:00 PM
2022/11/05,22:29,54,3,2,5,2022/11/05 10:29:00 PM
2022/11/05,22:19,68,2,6,8,2022/11/05 10:19:00 PM
2022/11/05,22:27,23,0,2,2,2022/11/05 10:27:00 PM
2022/11/05,22:22,46,3,3,6,2022/11/05 10:22:00 PM
2022/11/05,22:32,8,2,0,2,2022/11/05 10:32:00 PM
2022/11/05,22:26,72,3,10,13,2022/11/05 10:26:00 PM
2022/11/05,22:24,45,4,1,5,2022/11/05 10:24:00 PM
2022/11/05,22:15,48,4,6,10,2022/11/05 10:15:00 PM
2022/11/05,22:20,35,45,18,63,2022/11/05 10:20:00 PM
2022/11/05,22:21,30,8,7,15,2022/11/05 10:21:00 PM
2022/11/05,22:21,48,2,1,3,2022/11/05 10:21:00 PM
2022/11/05,22:22,84,13,9,22,2022/11/05 10:22:00 PM
2022/11/05,22:21,14,11,0,11,2022/11/05 10:21:00 PM
2022/11/05,22:26,1,4,3,7,2022/11/05 10:26:00 PM
2022/11/05,22:28,1,2,2,4,2022/11/05 10:28:00 PM
2022/11/05,22:30,4,10,22,32,2022/11/05 10:30:00 PM
2022/11/05,22:26,50,2,1,3,2022/11/05 10:26:00 PM
2022/11/05,22:27,84,6,3,9,2022/11/05 10:27:00 PM
2022/11/05,22:32,50,0,4,4,2022/11/05 10:32:00 PM
2022/11/05,22:33,39,1,3,4,2022/11/05 10:33:00 PM
2022/11/05,22:20,28,4,20,24,2022/11/05 10:20:00 PM
2022/11/05,22:21,45,4,4,8,2022/11/05 10:21:00 PM
2022/11/05,22:29,18,3,0,3,2022/11/05 10:29:00 PM
2022/11/05,22:24,56,0,4,4,2022/11/05 10:24:00 PM
2022/11/05,22:25,50,1,5,6,2022/11/05 10:25:00 PM
2022/11/05,22:16,36,0,2,2,2022/11/05 10:16:00 PM
2022/11/05,22:24,10,0,1,1,2022/11/05 10:24:00 PM
2022/11/05,22:23,70,0,2,2,2022/11/05 10:23:00 PM
2022/11/05,22:23,58,1,2,3,2022/11/05 10:23:00 PM
2022/11/05,22:18,61,1,1,2,2022/11/05 10:18:00 PM
2022/11/05,22:20,48,1,0,1,2022/11/05 10:20:00 PM
2022/11/05,22:25,28,4,50,54,2022/11/05 10:25:00 PM
2022/11/05,22:16,37,4,17,21,2022/11/05 10:16:00 PM
2022/11/05,22:20,65,1,8,9,2022/11/05 10:20:00 PM
2022/11/05,22:21,39,1,0,1,2022/11/05 10:21:00 PM
2022/11/05,22:23,19,12,2,14,2022/11/05 10:23:00 PM
2022/11/05,22:22,47,6,13,19,2022/11/05 10:22:00 PM
2022/11/05,22:31,58,3,1,4,2022/11/05 10:31:00 PM
2022/11/05,22:20,50,7,6,13,2022/11/05 10:20:00 PM
2022/11/05,22:21,21,14,9,23,2022/11/05 10:21:00 PM
2022/11/05,22:30,24,3,9,12,2022/11/05 10:30:00 PM
2022/11/05,22:16,57,2,1,3,2022/11/05 10:16:00 PM
2022/11/05,22:21,58,2,3,5,2022/11/05 10:21:00 PM
2022/11/05,22:27,67,8,3,11,2022/11/05 10:27:00 PM
2022/11/05,22:26,6,23,9,32,2022/11/05 10:26:00 PM
2022/11/05,22:23,48,2,0,2,2022/11/05 10:23:00 PM
2022/11/05,22:20,77,0,1,1,2022/11/05 10:20:00 PM
2022/11/05,22:29,79,7,5,12,2022/11/05 10:29:00 PM
2022/11/05,22:25,6,14,18,32,2022/11/05 10:25:00 PM
2022/11/05,22:22,43,1,0,1,2022/11/05 10:22:00 PM
2022/11/05,22:28,41,26,18,44,2022/11/05 10:28:00 PM
2022/11/05,22:31,85,1,2,3,2022/11/05 10:31:00 PM
2022/11/05,22:31,68,1,3,4,2022/11/05 10:31:00 PM
2022/11/05,22:24,84,16,3,19,2022/11/05 10:24:00 PM
2022/11/05,22:21,85,1,0,1,2022/11/05 10:21:00 PM
2022/11/05,22:19,18,0,1,1,2022/11/05 10:19:00 PM
2022/11/05,22:19,31,7,9,16,2022/11/05 10:19:00 PM
2022/11/05,22:27,28,7,24,31,2022/11/05 10:27:00 PM
2022/11/05,22:19,65,6,9,15,2022/11/05 10:19:00 PM
2022/11/05,22:29,39,0,1,1,2022/11/05 10:29:00 PM
2022/11/05,22:30,12,0,5,5,2022/11/05 10:30:00 PM
2022/11/05,22:28,18,2,1,3,2022/11/05 10:28:00 PM
2022/11/05,22:23,47,2,6,8,2022/11/05 10:23:00 PM
2022/11/05,22:23,59,2,4,6,2022/11/05 10:23:00 PM
2022/11/05,22:16,5,13,27,40,2022/11/05 10:16:00 PM
2022/11/05,22:19,3,7,21,28,2022/11/05 10:19:00 PM
2022/11/05,22:22,28,4,43,47,2022/11/05 10:22:00 PM
2022/11/05,22:24,49,1,1,2,2022/11/05 10:24:00 PM
2022/11/05,22:33,29,22,8,30,2022/11/05 10:33:00 PM
2022/11/05,22:27,29,28,11,39,2022/11/05 10:27:00 PM
2022/11/05,22:13,23,4,0,4,2022/11/05 10:13:00 PM
2022/11/05,22:33,12,3,0,3,2022/11/05 10:33:00 PM
2022/11/05,22:24,31,10,17,27,2022/11/05 10:24:00 PM
2022/11/05,22:29,3,3,9,12,2022/11/05 10:29:00 PM
2022/11/05,22:28,9,0,1,1,2022/11/05 10:28:00 PM
2022/11/05,22:22,58,5,7,12,2022/11/05 10:22:00 PM
2022/11/05,22:17,48,1,0,1,2022/11/05 10:17:00 PM
2022/11/05,22:26,41,24,17,41,2022/11/05 10:26:00 PM
2022/11/05,22:22,14,11,2,13,2022/11/05 10:22:00 PM
2022/11/05,22:23,40,0,2,2,2022/11/05 10:23:00 PM
2022/11/05,22:26,47,11,7,18,2022/11/05 10:26:00 PM
2022/11/05,22:31,10,0,2,2,2022/11/05 10:31:00 PM
2022/11/05,22:25,4,14,15,29,2022/11/05 10:25:00 PM
2022/11/05,22:12,43,0,1,1,2022/11/05 10:12:00 PM
2022/11/05,22:25,67,2,7,9,2022/11/05 10:25:00 PM
2022/11/05,22:33,79,8,2,10,2022/11/05 10:33:00 PM
2022/11/05,22:28,79,0,7,7,2022/11/05 10:28:00 PM
2022/11/05,22:28,42,0,2,2,2022/11/05 10:28:00 PM
2022/11/05,22:22,54,4,3,7,2022/11/05 10:22:00 PM
2022/11/05,22:31,2,5,1,6,2022/11/05 10:31:00 PM
2022/11/05,22:27,8,6,2,8,2022/11/05 10:27:00 PM
2022/11/05,22:28,61,0,3,3,2022/11/05 10:28:00 PM
2022/11/05,22:26,27,0,2,2,2022/11/05 10:26:00 PM
2022/11/05,22:21,51,0,12,12,2022/11/05 10:21:00 PM
2022/11/05,22:23,4,9,14,23,2022/11/05 10:23:00 PM
2022/11/05,22:24,21,13,6,19,2022/11/05 10:24:00 PM
2022/11/05,22:20,40,2,0,2,2022/11/05 10:20:00 PM
2022/11/05,22:31,70,0,1,1,2022/11/05 10:31:00 PM
2022/11/05,22:23,12,2,1,3,2022/11/05 10:23:00 PM
2022/11/05,22:19,8,5,1,6,2022/11/05 10:19:00 PM
2022/11/05,22:29,67,6,6,12,2022/11/05 10:29:00 PM
2022/11/05,22:20,20,5,16,21,2022/11/05 10:20:00 PM
2022/11/05,22:32,3,14,5,19,2022/11/05 10:32:00 PM
2022/11/05,22:22,44,0,1,1,2022/11/05 10:22:00 PM
2022/11/05,22:17,37,7,9,16,2022/11/05 10:17:00 PM
2022/11/05,22:26,30,8,4,12,2022/11/05 10:26:00 PM
2022/11/05,22:29,85,2,0,2,2022/11/05 10:29:00 PM
2022/11/05,22:31,79,14,2,16,2022/11/05 10:31:00 PM
2022/11/05,22:20,6,19,3,22,2022/11/05 10:20:00 PM
2022/11/05,22:20,29,19,3,22,2022/11/05 10:20:00 PM
2022/11/05,22:24,8,2,1,3,2022/11/05 10:24:00 PM
2022/11/05,22:27,87,2,0,2,2022/11/05 10:27:00 PM
2022/11/05,22:22,35,28,20,48,2022/11/05 10:22:00 PM
2022/11/05,22:23,62,0,2,2,2022/11/05 10:23:00 PM
2022/11/05,22:21,50,17,4,21,2022/11/05 10:21:00 PM
2022/11/05,22:28,50,3,0,3,2022/11/05 10:28:00 PM
2022/11/05,22:24,57,1,0,1,2022/11/05 10:24:00 PM
2022/11/05,22:28,77,1,3,4,2022/11/05 10:28:00 PM
2022/11/05,22:33,67,1,7,8,2022/11/05 10:33:00 PM
2022/11/05,22:29,51,1,2,3,2022/11/05 10:29:00 PM
2022/11/05,22:22,48,4,7,11,2022/11/05 10:22:00 PM
2022/11/05,22:19,57,0,3,3,2022/11/05 10:19:00 PM
2022/11/05,22:19,6,16,16,32,2022/11/05 10:19:00 PM
2022/11/05,22:31,35,20,17,37,2022/11/05 10:31:00 PM
2022/11/05,22:19,36,0,6,6,2022/11/05 10:19:00 PM
2022/11/05,22:20,86,1,0,1,2022/11/05 10:20:00 PM
2022/11/05,22:32,42,1,0,1,2022/11/05 10:32:00 PM
2022/11/05,22:33,8,0,1,1,2022/11/05 10:33:00 PM
2022/11/05,22:26,28,4,38,42,2022/11/05 10:26:00 PM
2022/11/05,22:23,20,5,10,15,2022/11/05 10:23:00 PM
2022/11/05,22:25,79,4,5,9,2022/11/05 10:25:00 PM
2022/11/05,22:24,6,11,9,20,2022/11/05 10:24:00 PM
2022/11/05,22:27,12,4,5,9,2022/11/05 10:27:00 PM
2022/11/05,22:21,67,1,3,4,2022/11/05 10:21:00 PM
2022/11/05,22:28,51,3,1,4,2022/11/05 10:28:00 PM
2022/11/05,22:33,56,3,4,7,2022/11/05 10:33:00 PM
2022/11/05,22:17,23,5,0,5,2022/11/05 10:17:00 PM
2022/11/05,22:30,51,1,0,1,2022/11/05 10:30:00 PM
2022/11/05,22:24,23,0,1,1,2022/11/05 10:24:00 PM
2022/11/05,22:32,6,16,2,18,2022/11/05 10:32:00 PM
2022/11/05,22:29,84,6,20,26,2022/11/05 10:29:00 PM
2022/11/05,22:27,70,1,1,2,2022/11/05 10:27:00 PM
2022/11/05,22:20,47,3,6,9,2022/11/05 10:20:00 PM
2022/11/05,22:25,58,0,3,3,2022/11/05 10:25:00 PM
2022/11/05,22:19,12,4,0,4,2022/11/05 10:19:00 PM
2022/11/05,22:22,4,5,13,18,2022/11/05 10:22:00 PM
2022/11/05,22:17,30,17,7,24,2022/11/05 10:17:00 PM
2022/11/05,22:22,1,3,7,10,2022/11/05 10:22:00 PM
2022/11/05,22:29,8,1,0,1,2022/11/05 10:29:00 PM
2022/11/05,22:20,63,7,8,15,2022/11/05 10:20:00 PM
2022/11/05,22:22,30,10,6,16,2022/11/05 10:22:00 PM
2022/11/05,22:24,40,5,0,5,2022/11/05 10:24:00 PM
2022/11/05,22:20,31,6,11,17,2022/11/05 10:20:00 PM
2022/11/05,22:30,28,1,18,19,2022/11/05 10:30:00 PM
2022/11/05,22:25,20,8,5,13,2022/11/05 10:25:00 PM
2022/11/05,22:29,20,9,4,13,2022/11/05 10:29:00 PM
2022/11/05,22:22,11,1,1,2,2022/11/05 10:22:00 PM
2022/11/05,22:25,36,2,6,8,2022/11/05 10:25:00 PM
2022/11/05,22:21,2,5,1,6,2022/11/05 10:21:00 PM
2022/11/05,22:21,20,6,1,7,2022/11/05 10:21:00 PM
2022/11/05,22:22,70,1,0,1,2022/11/05 10:22:00 PM
2022/11/05,22:28,59,6,6,12,2022/11/05 10:28:00 PM
2022/11/05,22:30,36,0,1,1,2022/11/05 10:30:00 PM
2022/11/05,22:23,63,7,2,9,2022/11/05 10:23:00 PM
2022/11/05,22:21,3,24,12,36,2022/11/05 10:21:00 PM
2022/11/05,22:23,72,6,6,12,2022/11/05 10:23:00 PM
2022/11/05,22:32,35,15,17,32,2022/11/05 10:32:00 PM
2022/11/05,22:16,19,7,4,11,2022/11/05 10:16:00 PM
2022/11/05,22:29,12,1,2,3,2022/11/05 10:29:00 PM
2022/11/05,22:25,46,0,1,1,2022/11/05 10:25:00 PM
2022/11/05,22:20,36,1,5,6,2022/11/05 10:20:00 PM
2022/11/05,22:22,51,1,2,3,2022/11/05 10:22:00 PM
2022/11/05,22:28,2,3,1,4,2022/11/05 10:28:00 PM
2022/11/05,22:21,9,2,0,2,2022/11/05 10:21:00 PM
2022/11/05,22:23,37,5,2,7,2022/11/05 10:23:00 PM
2022/11/05,22:28,8,1,0,1,2022/11/05 10:28:00 PM
2022/11/05,22:20,87,2,0,2,2022/11/05 10:20:00 PM
2022/11/05,22:26,3,0,18,18,2022/11/05 10:26:00 PM
2022/11/05,22:32,66,22,12,34,2022/11/05 10:32:00 PM
2022/11/05,22:24,12,3,1,4,2022/11/05 10:24:00 PM
2022/11/05,22:27,40,2,0,2,2022/11/05 10:27:00 PM
2022/11/05,22:28,3,12,7,19,2022/11/05 10:28:00 PM
2022/11/05,22:21,49,2,0,2,2022/11/05 10:21:00 PM
2022/11/05,22:14,30,12,12,24,2022/11/05 10:14:00 PM
2022/11/05,22:20,54,1,2,3,2022/11/05 10:20:00 PM
2022/11/05,22:28,24,32,2,34,2022/11/05 10:28:00 PM
2022/11/05,22:23,50,4,2,6,2022/11/05 10:23:00 PM
2022/11/05,22:21,72,5,12,17,2022/11/05 10:21:00 PM
2022/11/05,22:34,59,1,2,3,2022/11/05 10:34:00 PM
2022/11/05,22:32,2,4,0,4,2022/11/05 10:32:00 PM
2022/11/05,22:28,46,3,0,3,2022/11/05 10:28:00 PM
2022/11/05,22:26,45,3,6,9,2022/11/05 10:26:00 PM
2022/11/05,22:23,30,13,4,17,2022/11/05 10:23:00 PM
2022/11/05,22:29,11,1,0,1,2022/11/05 10:29:00 PM
2022/11/05,22:22,79,9,5,14,2022/11/05 10:22:00 PM
2022/11/05,22:30,3,11,16,27,2022/11/05 10:30:00 PM
2022/11/05,22:31,29,32,2,34,2022/11/05 10:31:00 PM
2022/11/05,22:22,37,3,21,24,2022/11/05 10:22:00 PM
2022/11/05,22:26,57,2,2,4,2022/11/05 10:26:00 PM
2022/11/05,22:31,9,1,0,1,2022/11/05 10:31:00 PM
2022/11/05,22:21,56,5,5,10,2022/11/05 10:21:00 PM
2022/11/05,22:26,63,12,4,16,2022/11/05 10:26:00 PM
2022/11/05,22:24,28,2,21,23,2022/11/05 10:24:00 PM
2022/11/05,22:21,70,2,0,2,2022/11/05 10:21:00 PM
2022/11/05,22:23,61,1,3,4,2022/11/05 10:23:00 PM
2022/11/05,22:23,14,4,2,6,2022/11/05 10:23:00 PM
2022/11/05,22:20,1,6,7,13,2022/11/05 10:20:00 PM
2022/11/05,22:31,8,5,0,5,2022/11/05 10:31:00 PM
2022/11/05,22:25,14,8,1,9,2022/11/05 10:25:00 PM
2022/11/05,22:21,28,7,14,21,2022/11/05 10:21:00 PM
2022/11/05,22:32,58,0,6,6,2022/11/05 10:32:00 PM
2022/11/05,22:32,68,2,3,5,2022/11/05 10:32:00 PM
2022/11/05,22:30,27,0,2,2,2022/11/05 10:30:00 PM
2022/11/05,22:20,41,16,10,26,2022/11/05 10:20:00 PM
2022/11/05,22:20,66,23,18,41,2022/11/05 10:20:00 PM
2022/11/05,22:19,51,0,4,4,2022/11/05 10:19:00 PM
2022/11/05,22:31,39,5,0,5,2022/11/05 10:31:00 PM
2022/11/05,22:33,77,2,0,2,2022/11/05 10:33:00 PM
2022/11/05,22:26,62,1,2,3,2022/11/05 10:26:00 PM
2022/11/05,22:24,18,0,1,1,2022/11/05 10:24:00 PM
2022/11/05,22:26,40,1,0,1,2022/11/05 10:26:00 PM
2022/11/05,22:21,29,19,2,21,2022/11/05 10:21:00 PM
2022/11/05,22:19,47,5,2,7,2022/11/05 10:19:00 PM
2022/11/05,22:22,49,2,0,2,2022/11/05 10:22:00 PM
2022/11/05,22:18,57,0,1,1,2022/11/05 10:18:00 PM
2022/11/05,22:21,4,3,3,6,2022/11/05 10:21:00 PM
2022/11/05,22:28,66,8,7,15,2022/11/05 10:28:00 PM
2022/11/05,22:29,23,0,4,4,2022/11/05 10:29:00 PM
2022/11/05,22:31,65,6,10,16,2022/11/05 10:31:00 PM
2022/11/05,22:22,87,0,4,4,2022/11/05 10:22:00 PM
2022/11/05,22:16,61,0,4,4,2022/11/05 10:16:00 PM
2022/11/05,22:25,62,0,7,7,2022/11/05 10:25:00 PM
2022/11/05,22:21,65,3,5,8,2022/11/05 10:21:00 PM
2022/11/05,22:10,23,0,2,2,2022/11/05 10:10:00 PM
2022/11/05,22:19,40,5,1,6,2022/11/05 10:19:00 PM
2022/11/05,22:23,5,3,16,19,2022/11/05 10:23:00 PM
2022/11/05,22:31,63,2,2,4,2022/11/05 10:31:00 PM
2022/11/05,22:26,5,9,10,19,2022/11/05 10:26:00 PM
2022/11/05,22:24,24,0,3,3,2022/11/05 10:24:00 PM
2022/11/05,22:36,65,1,21,22,2022/11/05 10:36:00 PM
2022/11/05,22:39,35,41,18,59,2022/11/05 10:39:00 PM
2022/11/05,22:34,47,5,3,8,2022/11/05 10:34:00 PM
2022/11/05,22:42,62,2,1,3,2022/11/05 10:42:00 PM
2022/11/05,22:33,45,5,3,8,2022/11/05 10:33:00 PM
2022/11/05,22:41,65,4,20,24,2022/11/05 10:41:00 PM
2022/11/05,22:35,67,1,0,1,2022/11/05 10:35:00 PM
2022/11/05,22:31,31,5,10,15,2022/11/05 10:31:00 PM
2022/11/05,22:36,49,2,1,3,2022/11/05 10:36:00 PM
2022/11/05,22:40,84,7,18,25,2022/11/05 10:40:00 PM
2022/11/05,22:32,48,1,3,4,2022/11/05 10:32:00 PM
2022/11/05,22:43,62,0,2,2,2022/11/05 10:43:00 PM
2022/11/05,22:47,58,0,1,1,2022/11/05 10:47:00 PM
2022/11/05,22:46,2,2,0,2,2022/11/05 10:46:00 PM
2022/11/05,22:36,45,5,3,8,2022/11/05 10:36:00 PM
2022/11/05,22:40,41,20,18,38,2022/11/05 10:40:00 PM
2022/11/05,22:39,5,10,8,18,2022/11/05 10:39:00 PM
2022/11/05,22:40,70,3,0,3,2022/11/05 10:40:00 PM
2022/11/05,22:45,21,21,1,22,2022/11/05 10:45:00 PM
2022/11/05,22:42,72,4,7,11,2022/11/05 10:42:00 PM
2022/11/05,22:37,86,1,0,1,2022/11/05 10:37:00 PM
2022/11/05,22:35,6,14,23,37,2022/11/05 10:35:00 PM
2022/11/05,22:26,19,2,18,20,2022/11/05 10:26:00 PM
2022/11/05,22:37,5,6,4,10,2022/11/05 10:37:00 PM
2022/11/05,22:48,50,5,1,6,2022/11/05 10:48:00 PM
2022/11/05,22:36,36,2,1,3,2022/11/05 10:36:00 PM
2022/11/05,22:38,59,10,4,14,2022/11/05 10:38:00 PM
2022/11/05,22:35,66,9,6,15,2022/11/05 10:35:00 PM
2022/11/05,22:40,30,9,6,15,2022/11/05 10:40:00 PM
2022/11/05,22:47,72,6,14,20,2022/11/05 10:47:00 PM
2022/11/05,22:39,21,12,17,29,2022/11/05 10:39:00 PM
2022/11/05,22:32,23,0,5,5,2022/11/05 10:32:00 PM
2022/11/05,22:42,20,5,4,9,2022/11/05 10:42:00 PM
2022/11/05,22:44,46,0,2,2,2022/11/05 10:44:00 PM
2022/11/05,22:35,1,4,3,7,2022/11/05 10:35:00 PM
2022/11/05,22:38,39,2,0,2,2022/11/05 10:38:00 PM
2022/11/05,22:42,40,6,0,6,2022/11/05 10:42:00 PM
